[Command: python -u '/Users/litchein/Documents/Python codes/nestedgenes_chr_half.py']
C18H9.10 is nested in C18H9.1
Y51H7C.17 is nested in Y51H7C.5
Y51H7C.16 is nested in Y51H7C.5
C13A10.4 is nested in jip-1,F56D12.4
W09G10.8 is nested in ncs-6,W09G10.3
F38A3.5 is nested in ptp-3,C09D8.1
Y48B6A.25 is nested in xrn-2,Y48B6A.3
W03C9.t1 is nested in W03C9.6
C32B5.18 is nested in C32B5.7
F01D5.14 is nested in F01D5.10
C32B5.13 is nested in C32B5.7
mps-2,K01A2.8 is nested in K01A2.4
C04A2.9 is nested in egl-27,C04A2.3
21ur-11208,T19H5.10 is nested in T19H5.7
C56E6.12 is nested in C56E6.4
C13B4.t1 is nested in C13B4.1
C13B4.5 is nested in C13B4.1
pqn-32,F29C12.1 is nested in rict-1,F29C12.3
lfor-2,C38C6.7 is nested in atgp-2,C38C6.2
Y57A10B.9 is nested in marc-5,Y57A10B.1
F56D12.t2 is nested in jip-1,F56D12.4
F56D12.t1 is nested in jip-1,F56D12.4
F56D12.t4 is nested in jip-1,F56D12.4
C13A10.5 is nested in jip-1,F56D12.4
T28D9.4 is nested in del-10,T28D9.7
T12C9.9 is nested in twk-2,T12C9.3
21ur-12864,F47F6.10 is nested in clec-119,F47F6.5
Y53F4B.45 is nested in asc-1,Y53F4B.15
Y48B6A.20 is nested in ace-3,Y48B6A.8
T22C8.t1 is nested in cutl-12,T22C8.7
K02C4.7 is nested in ltd-1,K02C4.4
F59G1.11 is nested in F59G1.4
F59G1.13 is nested in F59G1.4
F59G1.12 is nested in F59G1.4
mir-2953,F41G3.23 is nested in F41G3.5
mir-4806,C44C11.7 is nested in ras-1,C44C11.1
C44C11.t2 is nested in ras-1,C44C11.1
C24H12.13 is nested in C24H12.4
C24H12.14 is nested in C24H12.5
C24H12.15 is nested in C24H12.5
mir-5593.2,C24H12.17 is nested in C24H12.2
mir-5593.1,C24H12.16 is nested in C24H12.3
F59H6.13 is nested in F59H6.14
B0495.16 is nested in cpna-2,B0228.4
T12C9.10 is nested in twk-2,T12C9.3
K06A1.9 is nested in dgk-5,K06A1.6
K06A1.10 is nested in dgk-5,K06A1.6
F54A3.8 is nested in F54A3.6
F54A3.11 is nested in F54A3.6
F54A3.9 is nested in F54A3.6
F54A3.7 is nested in F54A3.2
T27D12.8 is nested in T27D12.6
T06D8.16 is nested in T06D8.3
T27D12.10 is nested in T27D12.6
K02A2.10 is nested in srd-52,K02A2.4
F40H3.8 is nested in F40H3.1
21ur-15067,F09C12.9 is nested in F09C12.8
21ur-13771,T08H4.4 is nested in ast-1,T08H4.3
F48A11.9 is nested in chs-2,F48A11.1
C56C10.14 is nested in C56C10.15
C15F1.12 is nested in C15F1.1
C15F1.14 is nested in C15F1.5
T09A5.4 is nested in acr-7,T09A5.3
C18D1.14 is nested in die-1,C18D1.1
col-39,C09G5.4 is nested in dph-2,C09G5.2
hel-1,C26D10.2 is nested in C26D10.3
C27D6.14 is nested in crh-2,C27D6.4
M05D6.9 is nested in T13H5.1
K08A2.9 is nested in K08A2.1
K08A2.17 is nested in K08A2.1
F35D2.10 is nested in syd-1,F35D2.5
F35D2.12 is nested in syd-1,F35D2.5
F31E8.9 is nested in F31E8.1
fkh-6,B0286.5 is nested in B0286.1
F08G2.9 is nested in F08G2.17
Y38F1A.13 is nested in max-2,Y38F1A.10
C18D1.15 is nested in die-1,C18D1.1
21ur-8285,Y49F6C.10 is nested in linc-11,Y49F6C.11
W05H5.9 is nested in pitr-6,W05H5.3
C44B7.t1 is nested in C44B7.15
Y54E2A.7 is nested in Y54E2A.4
Y54E2A.5 is nested in Y54E2A.4
ZK622.t1 is nested in ZK622.8
math-26,F36H5.1 is nested in math-27,F36H5.2
T08H4.9 is nested in rhgf-2,T08H4.1
T08H4.8 is nested in rhgf-2,T08H4.1
T08H4.7 is nested in rhgf-2,T08H4.1
T08H4.6 is nested in rhgf-2,T08H4.1
F40F8.14 is nested in arrd-6,F40F8.8
F10C1.t1 is nested in F10C1.16
F10C1.17 is nested in dmd-5,F10C1.5
F10C1.15 is nested in ifb-1,F10C1.2
F10C1.18 is nested in dmd-5,F10C1.5
F10C1.t2 is nested in F10C1.18
F02E11.t1 is nested in F02E11.7
R05G9.4 is nested in twk-49,R05G9.2
F33H1.9 is nested in srd-1,F33H1.5
anr-27,C09E8.5 is nested in C09E8.1
osm-8,R07G3.6 is nested in npp-21,R07G3.3
hhat-1,ZC101.3 is nested in ZC101.1
Y51H7C.36 is nested in nol-6,Y51H7C.11
Y51H7C.35 is nested in Y51H7C.5
Y51H7C.34 is nested in Y51H7C.5
Y51H7C.33 is nested in cogc-4,Y51H7C.6
Y51H7C.32 is nested in nol-6,Y51H7C.11
Y51H7C.31 is nested in cogc-4,Y51H7C.6
Y51H7C.30 is nested in Y51H7C.5
cal-2,C18E9.1 is nested in sftd-3,C18E9.10
Y54G9A.8 is nested in Y54G9A.14
F59G1.14 is nested in cgt-3,F59G1.1
21ur-12205,F59G1.9 is nested in cgt-3,F59G1.1
C01G12.15 is nested in madf-5,C01G12.1
F54D5.19 is nested in F54D5.7
F35H8.t1 is nested in F35H8.10
ZK546.18 is nested in mdt-4,ZK546.13
K07C10.4 is nested in ptr-13,K07C10.1
C27D6.13 is nested in srb-5,C27D6.6
C04A2.16 is nested in egl-27,C04A2.3
Y54G9A.11 is nested in Y54G9A.4
21ur-13301,T24H10.9 is nested in dnj-23,T24H10.3
F33G12.t1 is nested in F33G12.3
col-84,K12D12.3 is nested in npp-3,K12D12.2
F49C5.13 is nested in F49C5.4
fbxb-38,C33C12.5 is nested in anr-48,C33C12.13
F39E9.19 is nested in F39E9.7
C34F11.12 is nested in dsh-1,C34F11.9
C34F11.14 is nested in dsh-1,C34F11.9
C34F11.15 is nested in dsh-1,C34F11.9
Y51H7C.20 is nested in Y51H7C.5
Y51H7C.23 is nested in cogc-4,Y51H7C.6
Y51H7C.24 is nested in Y51H7C.5
B0304.10 is nested in cyp-23A1,B0304.3
Y51H7C.27 is nested in Y51H7C.5
W07G1.9 is nested in W07G1.17
K02A2.9 is nested in kcc-3,K02A2.3
K02A2.8 is nested in kcc-3,K02A2.3
C32D5.1 is nested in C32D5.8
T06D8.17 is nested in T06D8.3
T06D8.13 is nested in T06D8.3
C32D5.18 is nested in C32D5.8
T06D8.12 is nested in rpn-9,T06D8.8
C09D8.14 is nested in ptp-3,C09D8.1
C09D8.13 is nested in ptp-3,C09D8.1
C09D8.11 is nested in ptp-3,C09D8.1
C09D8.10 is nested in ptp-3,C09D8.1
21ur-14704,C15F1.11 is nested in C15F1.5
C18D1.17 is nested in die-1,C18D1.1
21ur-15508,ZK1290.16 is nested in nfi-1,ZK1290.4
T25E4.t1 is nested in T25E4.3
F18C5.15 is nested in utp-20,F18C5.3
T13B5.t2 is nested in T13B5.9
T13B5.t1 is nested in T13B5.9
srh-135,T01E8.7 is nested in plc-3,T01E8.3
T05A8.t2 is nested in T05A8.9
F19H8.6 is nested in mltn-9,F19H8.4
C06C3.13 is nested in C06C3.5
C33C12.12 is nested in anr-48,C33C12.13
K07C10.5 is nested in ptr-13,K07C10.1
B0334.18 is nested in B0334.10
21ur-12059,B0252.9 is nested in C44B7.2
R03H10.10 is nested in R03H10.5
F43G6.14 is nested in F43G6.4
21ur-14808,ZK1067.9 is nested in let-23,ZK1067.1
C06C3.14 is nested in C06C3.10
W09B6.5 is nested in pod-2,W09B6.1
F56D12.8 is nested in fcho-1,F56D12.6
F56D12.9 is nested in fcho-1,F56D12.6
W01G7.6 is nested in W01G7.2
B0457.16 is nested in lat-1,B0457.1
B0457.14 is nested in B0457.18
F53G2.8 is nested in F53G2.2
F54F11.5 is nested in nep-17,F54F11.2
T25D10.6 is nested in T25D10.4
Y62F5A.13 is nested in mdt-8,Y62F5A.1
Y62F5A.15 is nested in Y62F5A.9
mir-41,Y62F5A.8 is nested in Y62F5A.9
Y62F5A.16 is nested in Y62F5A.9
mir-38,Y62F5A.5 is nested in Y62F5A.9
Y62F5A.14 is nested in Y62F5A.9
F59B10.8 is nested in F59B10.3
F59B10.10 is nested in F59B10.2
C50E10.14 is nested in sre-53,C50E10.3
C50E10.16 is nested in sre-53,C50E10.3
B0457.9 is nested in lat-1,B0457.1
msp-33,R05F9.8 is nested in gst-9,R05F9.5
21ur-13324,F35C11.8 is nested in nlp-5,F35C11.1
C09F9.8 is nested in glna-1,C09F9.3
T24F1.8 is nested in rsf-1,T24F1.3
mir-1822,ZK84.8 is nested in ZK84.2
21ur-10687,F15D4.9 is nested in F15D4.5
C32D5.15 is nested in mir-60,C32D5.13
21ur-10492,F15D4.10 is nested in F15D4.5
K12H6.15 is nested in K12H6.12
T05A6.16 is nested in T05A6.14
bli-1,C09G5.6 is nested in dph-2,C09G5.2
C27A2.10 is nested in C27A2.12
K12H6.14 is nested in K12H6.12
K12H6.13 is nested in K12H6.12
F09G2.11 is nested in lgc-39,F09G2.5
F35F10.18 is nested in F35F10.4
21ur-12925,F35F10.15 is nested in F35F10.4
21ur-15143,K08H10.12 is nested in K08H10.6
K10D6.19 is nested in K10D6.4
K10D6.15 is nested in K10D6.4
K10D6.14 is nested in K10D6.6
mir-4922.2,F35F10.16 is nested in F35F10.10
anr-15,F57F5.8 is nested in add-2,F57F5.4
mir-8197,T09F5.21 is nested in T09F5.1
F59A1.t6 is nested in F59A1.13
Y60C6A.2 is nested in Y60C6A.1
Y97E10B.13 is nested in srsx-5,Y97E10B.2
Y97E10B.14 is nested in srsx-5,Y97E10B.2
T04C12.26 is nested in act-3,T04C12.4
T04C12.25 is nested in act-1,T04C12.6
21ur-10977,T05B11.8 is nested in T05B11.1
C18C4.14 is nested in C18C4.5
C18C4.12 is nested in glb-5,C18C4.1
F20A1.8 is nested in F20A1.2
R13H4.10 is nested in hmp-1,R13H4.4
ZK262.14 is nested in ZK262.20
F59A1.t8 is nested in dgat-2,F59A1.10
T21H3.7 is nested in T21H3.10
T21H3.10 is nested in ptr-16,T21H3.2
K02E2.9 is nested in grd-11,K02E2.2
K07C6.16 is nested in cyp-35B1,K07C6.4
K07C6.17 is nested in cyp-35B3,K07C6.2
K02E2.16 is nested in K02E2.1
21ur-14789,Y97E10B.11 is nested in srsx-6,Y97E10B.3
F32H5.8 is nested in twk-43,F32H5.7
F46F3.21 is nested in ape-1,F46F3.4
F46F3.20 is nested in ape-1,F46F3.4
F46F3.9 is nested in ape-1,F46F3.4
F46F3.16 is nested in ape-1,F46F3.4
F14D7.3 is nested in F14D7.4
Y51A2B.13 is nested in Y51A2B.4
K10D6.17 is nested in K10D6.4
21ur-13178,ZK697.15 is nested in ZK697.3
AC3.14 is nested in col-151,AC3.6
Y40H4A.3 is nested in gar-3,Y40H4A.1
W02H5.17 is nested in W02H5.2
W02H5.18 is nested in W02H5.2
C45B11.10 is nested in C45B11.6
C02E7.16 is nested in catp-2,C02E7.1
F59A1.t2 is nested in F59A1.11
ZC190.11 is nested in ZC190.4
ZC190.16 is nested in ZC190.4
Y46H3D.9 is nested in Y46H3D.8
21ur-15339,F59A7.13 is nested in F59A7.14
K08H10.16 is nested in K08H10.15
K08H10.14 is nested in lea-1,K08H10.1
K08H10.15 is nested in lea-1,K08H10.1
F13H6.17 is nested in F13H6.5
T23F1.t1 is nested in T23F1.9
T23F1.t2 is nested in T23F1.8
F40F9.15 is nested in drap-1,F40F9.7
C25F9.t4 is nested in C25F9.13
F31F7.4 is nested in F31F7.3
C06B8.13 is nested in C06B8.7
C06B8.14 is nested in C06B8.7
C06B8.15 is nested in C06B8.7
C06B8.t3 is nested in C06B8.15
21ur-15392,F59B1.11 is nested in F59B1.4
Y116F11B.18 is nested in Y116F11B.7
T03F7.12 is nested in srh-46,T03F7.3
21ur-14055,ZK105.10 is nested in ZK105.8
21ur-14531,F57B7.5 is nested in mig-17,F57B7.4
Y60A3A.11 is nested in dhs-24,Y60A3A.10
C18C4.13 is nested in glb-5,C18C4.1
21ur-10209,C29A12.8 is nested in nrx-1,C29A12.4
K10D6.24 is nested in K10D6.4
K10D6.25 is nested in K10D6.4
K10D6.22 is nested in K10D6.4
T01C3.12 is nested in F02D8.4
T04C12.30 is nested in act-1,T04C12.6
21ur-13306,T07C12.16 is nested in T07C12.4
C13C4.10 is nested in spin-1,C13C4.5
W05E10.15 is nested in W05E10.13
W05E10.17 is nested in tre-3,W05E10.4
ZK262.18 is nested in ZK262.19
ZK262.17 is nested in ZK262.2
ZK262.t1 is nested in ZK262.17
Y22F5B.1 is nested in crm-1,B0024.14
ZC376.8 is nested in ZC376.1
ceh-74,ZC376.4 is nested in ZC376.1
T06A1.6 is nested in srj-16,T06A1.2
T06A1.9 is nested in srj-16,T06A1.2
AC3.16 is nested in abu-1,AC3.3
C16D9.t3 is nested in rol-3,C16D9.2
C16D9.t4 is nested in C16D9.13
F11A5.6 is nested in F11A5.18
ZK682.12 is nested in lron-2,ZK682.5
W06D12.8 is nested in fat-5,W06D12.3
C37H5.14 is nested in C37H5.5
cTel17.1 is nested in pbo-5,Y44A6E.1
F42E8.3 is nested in srr-1,W07G4.6
T25F10.11 is nested in T25F10.3
T11A5.9 is nested in srab-18,T11A5.3
T11A5.8 is nested in lsy-12,R07B5.9
T02E9.9 is nested in T02E9.5
T02E9.8 is nested in npr-25,T02E9.1
T02E9.13 is nested in T02E9.5
H12D21.16 is nested in mpst-2,H12D21.4
F53F4.21 is nested in rdy-2,F53F4.6
T26H2.15 is nested in nhr-79,T26H2.9
Y39B6A.75 is nested in Y39B6A.41
Y39B6A.71 is nested in Y39B6A.41
T26H2.13 is nested in oac-49,T26H2.7
Y37H2A.17 is nested in Y37H2A.1
exp-2,F12F3.1 is nested in ttn-1,W06H8.8
F12F3.5 is nested in exp-2,F12F3.1
21ur-14330,F44C4.8 is nested in cpr-4,F44C4.3
Y113G7A.2 is nested in spe-19,Y113G7A.10
K10D6.9 is nested in K10D6.4
F25G6.18 is nested in slc-17.8,F25G6.7
F25G6.15 is nested in slc-17.8,F25G6.7
F25G6.21 is nested in slc-17.8,F25G6.7
F46E10.15 is nested in acs-1,F46E10.1
F46E10.13 is nested in dpy-11,F46E10.9
C32C4.14 is nested in C32C4.1
R02D5.7 is nested in clec-55,F08H9.9
21ur-11956,C07G3.12 is nested in str-226,C07G3.4
Y59A8B.38 is nested in dpy-21,Y59A8B.1
C55A6.19 is nested in C55A6.10
C55A6.16 is nested in C55A6.12
C55A6.21 is nested in C55A6.12
C55A6.17 is nested in C55A6.8
21ur-15491,AH10.6 is nested in par-1,H39E23.1
C54E10.t5 is nested in sri-10,C54E10.4
C54E10.t4 is nested in ncs-5,C54E10.2
ttr-33,C37C3.13 is nested in mig-6,C37C3.6
C37C3.12 is nested in mig-6,C37C3.6
C37C3.7 is nested in mig-6,C37C3.6
C54E10.t6 is nested in sri-10,C54E10.4
C54E10.t3 is nested in ncs-5,C54E10.2
C54E10.t2 is nested in ncs-5,C54E10.2
21ur-14767,B0507.12 is nested in B0507.10
C45H4.t1 is nested in C45H4.21
21ur-14700,F53F1.12 is nested in cutl-1,F53F1.1
F22E12.8 is nested in F22E12.6
F22E12.7 is nested in F22E12.3
F22E12.11 is nested in F22E12.3
smy-5,D1086.15 is nested in D1086.8
F54E2.8 is nested in ketn-1,F54E2.3
F54E2.7 is nested in ketn-1,F54E2.3
F54E2.2 is nested in ketn-1,F54E2.3
F11A5.t1 is nested in F11A5.20
F13H6.12 is nested in bcl-11,F13H6.1
mir-70,T10H9.7 is nested in pmp-5,T10H9.5
21ur-13560,C02G6.4 is nested in C02G6.1
ZC513.14 is nested in ZC513.5
Y75B12B.13 is nested in plc-2,Y75B12B.6
F59A1.t1 is nested in dgat-2,F59A1.10
T09H2.2 is nested in cyp-34A4,T09H2.1
Y70C5A.5 is nested in Y70C5A.2
Y70C5A.t1 is nested in Y70C5A.5
Y116F11B.14 is nested in fars-2,Y60A3A.13
C54E10.t1 is nested in ncs-5,C54E10.2
F21D9.9 is nested in F21D9.4
ZK994.t2 is nested in ZK994.10
ZK994.10 is nested in pxn-1,ZK994.3
ZK994.t1 is nested in ZK994.11
ZK994.11 is nested in pxn-1,ZK994.3
T03D8.8 is nested in T03D8.7
21ur-13193,C06C6.11 is nested in nhr-63,C06C6.4
C41G6.17 is nested in cyp-34A3,C41G6.1
K11D5.1 is nested in lmd-3,F52E1.13
K11D5.2 is nested in lmd-3,F52E1.13
F52E1.17 is nested in lmd-3,F52E1.13
C47E8.15 is nested in gasr-8,C47E8.6
ZC455.15 is nested in ZC455.13
F13H6.24 is nested in bcl-11,F13H6.1
F13H6.16 is nested in bcl-11,F13H6.1
F13H6.10 is nested in bcl-11,F13H6.1
F13H6.13 is nested in bcl-11,F13H6.1
21ur-9839,F16B4.13 is nested in F16B4.2
21ur-14932,C13D9.11 is nested in srr-6,C13D9.1
F28F8.10 is nested in B0391.10
C47A10.15 is nested in srh-284,C47A10.3
K07C5.11 is nested in K07C5.4
K07C5.10 is nested in K07C5.4
K07C5.17 is nested in K07C5.12
K07C5.12 is nested in K07C5.4
K07C5.16 is nested in K07C5.15
W06H8.17 is nested in W06H8.12
W06H8.16 is nested in W06H8.6
W06H8.15 is nested in rme-1,W06H8.1
Y50D4B.8 is nested in Y50D4B.1
21ur-14713,C30G7.6 is nested in C30G7.4
T19A5.11 is nested in gck-1,T19A5.2
T19A5.13 is nested in gck-1,T19A5.2
T19A5.12 is nested in gck-1,T19A5.2
T19A5.8 is nested in gck-1,T19A5.2
F28C1.13 is nested in egl-10,F28C1.2
F32D1.12 is nested in F32D1.3
F53F1.14 is nested in F53F1.2
C13D9.13 is nested in ncx-9,C13D9.8
F35E8.17 is nested in F35E8.4
T05B4.19 is nested in T05B4.8
T05B4.17 is nested in T05B4.12
T05B4.15 is nested in T05B4.4
T05B4.16 is nested in T05B4.13
F46F3.22 is nested in ceh-27,F46F3.1
Y61A9LA.13 is nested in Y61A9LA.1
D1054.21 is nested in D1054.9
D1054.22 is nested in D1054.9
C51F7.3 is nested in frm-7,C51F7.1
T19H12.14 is nested in ugt-10,T19H12.11
C51F7.4 is nested in frm-7,C51F7.1
21ur-15494,F57E7.7 is nested in F57E7.4
ZC250.7 is nested in cyn-17,ZC250.1
ZC250.6 is nested in cyn-17,ZC250.1
ZC132.t1 is nested in ZC132.10
ZC132.10 is nested in ZC132.2
21ur-13262,Y22F5A.7 is nested in ric-4,Y22F5A.3
F54F3.5 is nested in F54F3.2
F54F3.6 is nested in F54F3.2
Y59A8B.t4 is nested in usp-50,E01B7.1
Y59A8B.t6 is nested in usp-50,E01B7.1
Y59A8B.t1 is nested in usp-50,E01B7.1
Y59A8B.t3 is nested in usp-50,E01B7.1
Y59A8B.t2 is nested in usp-50,E01B7.1
Y59A8B.t5 is nested in usp-50,E01B7.1
21ur-13956,C53A5.15 is nested in kcnl-4,C53A5.5
tag-191,C53A5.4 is nested in kcnl-4,C53A5.5
Y17D7C.7 is nested in Y17D7C.2
Y17D7C.8 is nested in Y17D7C.2
C07G3.13 is nested in str-227,C07G3.3
21ur-8852,B0238.16 is nested in srt-67,B0238.5
ZC250.11 is nested in nstp-3,ZC250.3
F20A1.13 is nested in twk-11,F20A1.7
F20A1.12 is nested in twk-11,F20A1.7
T28A11.24 is nested in srj-7,T28A11.10
Y113G7A.21 is nested in ncx-1,Y113G7A.4
Y113G7A.t3 is nested in Y113G7A.22
K04A8.13 is nested in K04A8.2
Y113G7A.15 is nested in sec-23,Y113G7A.3
W08A12.2 is nested in W08A12.3
T03F7.8 is nested in cutl-18,F47G9.3
T03F7.14 is nested in cutl-18,F47G9.3
Y75B7AL.6 is nested in Y75B7AL.2
Y75B7AL.7 is nested in Y75B7AL.2
Y75B7AL.8 is nested in Y75B7AL.2
glb-33,Y75B7AL.1 is nested in Y75B7AL.2
21ur-13975,K02E11.12 is nested in K02E11.5
F36D4.9 is nested in F36D4.5
F36D4.11 is nested in F36D4.5
mir-4922.1,C04E12.13 is nested in C04E12.10
T19A5.10 is nested in T19A5.3
F29G9.9 is nested in picc-1,F29G9.2
F38B7.14 is nested in ccch-1,F38B7.1
F38B7.12 is nested in ccch-1,F38B7.1
F38B7.16 is nested in ccch-1,F38B7.1
F38B7.15 is nested in ccch-1,F38B7.1
R07B5.11 is nested in lsy-12,R07B5.9
R07B5.10 is nested in lsy-12,R07B5.9
F57F5.t1 is nested in F57F5.7
21ur-15260,T05E12.11 is nested in T05E12.9
Y80D3A.14 is nested in ptr-22,Y80D3A.7
21ur-8896,B0024.16 is nested in che-12,B0024.8
VC5.12 is nested in VC5.1
ZC455.14 is nested in ZC455.1
ZC455.t1 is nested in ZC455.14
VC5.16 is nested in VC5.17
F22E12.13 is nested in chw-1,F22E12.2
C08E8.t3 is nested in C08E8.4
hpo-39,Y61A9LA.9 is nested in Y61A9LA.3
ceh-51,Y80D3A.3 is nested in emb-4,Y80D3A.2
B0391.13 is nested in B0391.3
F29F11.21 is nested in F29F11.8
21ur-10609,ZK994.8 is nested in ZK994.1
21ur-12685,F10D2.14 is nested in ugt-40,F10D2.5
C35A11.5 is nested in C35A11.2
C35A11.9 is nested in C35A11.2
T19C4.23 is nested in T19C4.10
T19C4.11 is nested in T19C4.16
T19C4.12 is nested in T19C4.17
F46F3.12 is nested in lgc-44,F46F3.2
T19C4.16 is nested in gpa-1,T19C4.6
C01B7.13 is nested in C01B7.7
B0399.t7 is nested in kcnl-1,B0399.1
K04A8.16 is nested in dre-1,K04A8.6
C14C11.10 is nested in C14C11.11
Y80D3A.12 is nested in ptr-22,Y80D3A.7
T26H2.16 is nested in oac-49,T26H2.7
T26H2.14 is nested in oac-49,T26H2.7
CD4.16 is nested in CD4.1
21ur-13757,CD4.12 is nested in CD4.8
F44C4.9 is nested in nhr-37,F44C4.2
C15C8.9 is nested in cky-1,C15C8.2
str-118,F57A8.3 is nested in yif-1,F57A8.2
B0213.21 is nested in cyp-34A5,B0213.10
B0213.22 is nested in cyp-34A6,B0213.11
B0213.23 is nested in cyp-34A7,B0213.12
B0213.24 is nested in cyp-34A9,B0213.15
B0213.25 is nested in cyp-34A8,B0213.14
21ur-12236,F53F4.20 is nested in F53F4.8
B0399.t4 is nested in kcnl-1,B0399.1
C08B6.16 is nested in C08B6.5
T04F3.10 is nested in T04F3.3
T04F3.8 is nested in T04F3.5
Y39H10A.8 is nested in oac-55,Y39H10A.2
R13D11.10 is nested in R13D11.4
linc-59,F57G8.15 is nested in F57G8.14
21ur-13684,F57G8.10 is nested in F57G8.14
21ur-12752,F57G8.11 is nested in F57G8.14
K09H11.13 is nested in srx-123,K09H11.2
F15B9.t1 is nested in inft-2,F15B9.4
F15B9.14 is nested in inft-2,F15B9.4
mir-268,C06H2.8 is nested in glb-3,C06H2.5
Y39B6A.78 is nested in nhr-95,Y39B6A.17
F58G4.3 is nested in str-90,F58G4.2
T23F1.2 is nested in srh-238,T23F1.1
Y39B6A.t9 is nested in Y39B6A.70
Y39B6A.72 is nested in tsp-13,Y39B6A.6
H14N18.5 is nested in H14N18.4
C39F7.8 is nested in madd-2,C39F7.2
21ur-12866,C24G6.9 is nested in C24G6.2
21ur-15242,Y32B12C.4 is nested in Y32B12C.5
21ur-14829,F20D6.14 is nested in F20D6.11
F40F9.13 is nested in cal-7,F40F9.8
21ur-10092,C17E7.15 is nested in nhr-124,C17E7.8
F40F9.16 is nested in cal-7,F40F9.8
Y22F5A.10 is nested in ric-4,Y22F5A.3
F40F9.14 is nested in drap-1,F40F9.7
Y39B6A.82 is nested in Y39B6A.7
21ur-15315,Y45G12C.17 is nested in Y45G12C.1
linc-51,Y116F11B.25 is nested in Y116F11B.17
Y116F11B.13 is nested in gly-4,Y116F11B.12
ets-6,F19F10.10 is nested in F19F10.12
F28F8.12 is nested in acr-18,F28F8.1
F28F8.t3 is nested in acr-18,F28F8.1
F28F8.t2 is nested in acr-18,F28F8.1
F07C3.12 is nested in glo-4,F07C3.4
Y32B12C.1 is nested in Y32B12C.5
21ur-13441,R04B5.12 is nested in nhr-205,R04B5.3
ZK836.18 is nested in vab-8,K12F2.2
F58D12.2 is nested in F58D12.1
C10G8.t1 is nested in C10G8.9
ZK836.12 is nested in vab-8,K12F2.2
C25F9.t5 is nested in srw-85,C25F9.1
Y51A2B.15 is nested in Y51A2B.4
F59A1.t4 is nested in F59A1.18
F35E8.20 is nested in F35E8.1
F35E8.18 is nested in F35E8.2
21ur-15622,Y32F6B.4 is nested in egl-9,F22E12.4
C12D8.24 is nested in C12D8.3
C12D8.22 is nested in C12D8.2
T11F9.7 is nested in nas-22,T11F9.6
K04A8.19 is nested in twk-10,K04A8.4
K04A8.18 is nested in twk-10,K04A8.4
K04A8.17 is nested in dre-1,K04A8.6
K04A8.11 is nested in dre-1,K04A8.6
Y43F8B.19 is nested in Y43F8B.3
F59A1.t5 is nested in F59A1.13
srw-49,T26E4.11 is nested in T26E4.9
Y69H2.18 is nested in Y69H2.9
21ur-11827,F45D3.6 is nested in F45D3.1
T10C6.20 is nested in T10C6.2
ZK836.14 is nested in vab-8,K12F2.2
Y50E8A.21 is nested in Y50E8A.19
K11C4.6 is nested in K11C4.7
K11C4.7 is nested in unc-70,K11C4.3
K11C4.9 is nested in unc-68,K11C4.5
K11C4.8 is nested in unc-70,K11C4.3
K03B8.19 is nested in nas-17,K03B8.2
C25E10.15 is nested in nhr-30,C25E10.1
T27F2.5 is nested in linc-153,T27F2.8
T27F2.6 is nested in linc-153,T27F2.8
cTel17.2 is nested in pbo-5,Y44A6E.1
Y39D8B.5 is nested in mltn-8,Y39D8B.3
Y116F11A.t1 is nested in Y116F11A.9
C14C11.9 is nested in pqn-13,C14C11.8
C06B8.t1 is nested in nhr-150,C06B8.1
C06B8.t2 is nested in nhr-150,C06B8.1
K02E2.12 is nested in K02E2.6
C56A3.9 is nested in R11G10.3
Y43F8A.10 is nested in Y43F8A.2
mir-87,F10C2.8 is nested in kup-1,F10C2.2
21ur-12491,R07B7.17 is nested in R07B7.9
21ur-15544,T22F3.13 is nested in T22F3.10
C18C4.11 is nested in glb-5,C18C4.1
mir-357,F25G6.10 is nested in symk-1,F25G6.2
F25G6.1 is nested in symk-1,F25G6.2
mir-358,F25G6.11 is nested in symk-1,F25G6.2
T09E8.6 is nested in noca-1,T09E8.1
K03H4.3 is nested in noca-1,T09E8.1
K03H4.5 is nested in noca-1,T09E8.1
K03H4.4 is nested in noca-1,T09E8.1
K03H4.7 is nested in noca-1,T09E8.1
K03H4.6 is nested in noca-1,T09E8.1
Y5H2A.5 is nested in abu-4,Y5H2A.3
F44G3.18 is nested in str-103,F44G3.1
mir-5552,Y59A8B.39 is nested in prp-6,Y59A8B.6
srxa-6,W07A8.5 is nested in dnj-25,W07A8.3
Y49A3A.6 is nested in cept-2,Y49A3A.1
F17C11.25 is nested in zip-9,F17C11.17
F07C4.17 is nested in F07C4.11
F07C4.16 is nested in srd-31,F07C4.8
W04D2.9 is nested in atn-1,W04D2.1
T05H4.t1 is nested in T05H4.10
T05H4.t2 is nested in T05H4.10
T05H4.8 is nested in T05H4.10
K09C6.12 is nested in K09C6.2
21ur-14353,F40F9.12 is nested in F40F9.3
C29A12.17 is nested in nrx-1,C29A12.4
F21H7.17 is nested in gcy-20,F21H7.9
K06C4.20 is nested in mod-1,K06C4.6
R10E8.4 is nested in R10E8.1
K06C4.19 is nested in K06C4.23
R13H4.2 is nested in nphp-4,R13H4.1
R13H4.8 is nested in nphp-4,R13H4.1
T27E4.12 is nested in T27E4.15
T27E4.22 is nested in T27E4.15
Y5H2B.8 is nested in cyp-33C12,Y5H2B.6
F21A3.t1 is nested in lgc-31,F21A3.7
Y17D7B.13 is nested in Y17D7B.2
F21A3.t2 is nested in lgc-31,F21A3.7
